route,methods,arg,required,type,enum,default,description,format,pattern
/wc-analytics/products/suggested-products,GET,tag,False,string,,,Limit result set to products assigned a specific tag ID.,,
/wc-analytics/products/suggested-products,GET,shipping_class,False,string,,,Limit result set to products assigned a specific shipping class ID.,,
/wc-analytics/products/suggested-products,GET,attribute,False,string,,,Limit result set to products with a specific attribute. Use the taxonomy name/attribute slug.,,
/wc-analytics/products/suggested-products,GET,attribute_term,False,string,,,Limit result set to products with a specific attribute term ID (required an assigned attribute).,,
/wc-analytics/products/suggested-products,GET,in_stock,False,boolean,,,Limit result set to products in stock or out of stock.,,
/wc-analytics/products/suggested-products,GET,on_sale,False,boolean,,,Limit result set to products on sale.,,
/wc-analytics/products/suggested-products,GET,min_price,False,string,,,Limit result set to products based on a minimum price.,,
/wc-analytics/products/suggested-products,GET,max_price,False,string,,,Limit result set to products based on a maximum price.,,
/wc-analytics/products/suggested-products,GET,include_meta,False,array,,[],Limit meta_data to specific keys.,,
/wc-analytics/products/suggested-products,GET,exclude_meta,False,array,,[],Ensure meta_data excludes specific keys.,,
/wc-analytics/products/suggested-products,GET,categories,False,array,,[],Limit result set to specific product categorie ids.,,
/wc-analytics/products/suggested-products,GET,tags,False,array,,[],Limit result set to specific product tag ids.,,
/wc-analytics/products/suggested-products,GET,limit,False,integer,,5,Limit result set to specific amount of suggested products.,,
/wc-analytics/products/suggested-products,GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/products/suggested-products,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/products/suggested-products,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/products/suggested-products,GET,search,False,string,,,Limit results to those matching a string.,,
/wc-analytics/products/suggested-products,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/products/suggested-products,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/products/suggested-products,GET,modified_after,False,string,,,Limit response to resources modified after a given ISO8601 compliant date.,date-time,
/wc-analytics/products/suggested-products,GET,modified_before,False,string,,,Limit response to resources modified before a given ISO8601 compliant date.,date-time,
/wc-analytics/products/suggested-products,GET,dates_are_gmt,False,boolean,,False,Whether to consider GMT post dates when limiting response by published or modified date.,,
/wc-analytics/products/suggested-products,GET,exclude,False,array,,[],Ensure result set excludes specific IDs.,,
/wc-analytics/products/suggested-products,GET,include,False,array,,[],Limit result set to specific ids.,,
/wc-analytics/products/suggested-products,GET,offset,False,integer,,,Offset the result set by a specific number of items.,,
/wc-analytics/products/suggested-products,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/products/suggested-products,GET,orderby,False,string,"date,id,include,title,slug,modified,popularity,rating,post__in,price,sales,menu_order,random,popularity,rating,menu_order",date,Sort collection by object attribute.,,
/wc-analytics/products/suggested-products,GET,parent,False,array,,[],Limit result set to those of particular parent IDs.,,
/wc-analytics/products/suggested-products,GET,parent_exclude,False,array,,[],Limit result set to all items except those of a particular parent ID.,,
/wc-analytics/products/suggested-products,GET,brand,False,string,,,Limit result set to products assigned a specific brand ID.,,
/wc-analytics/products/suggested-products,GET,slug,False,string,,,Limit result set to products with a specific slug.,,
/wc-analytics/products/suggested-products,GET,status,False,string,"any,future,trash,draft,pending,private,publish",any,Limit result set to products assigned a specific status.,,
/wc-analytics/products/suggested-products,GET,type,False,string,"simple,grouped,external,variable",,Limit result set to products assigned a specific type.,,
/wc-analytics/products/suggested-products,GET,sku,False,string,,,Limit result set to products with specific SKU(s). Use commas to separate.,,
/wc-analytics/products/suggested-products,GET,featured,False,boolean,,,Limit result set to featured products.,,
/wc-analytics/products/suggested-products,GET,category,False,string,,,Limit result set to products assigned a specific category ID.,,
/wc-analytics/products/suggested-products,GET,tag,False,string,,,Limit result set to products assigned a specific tag ID.,,
/wc-analytics/products/suggested-products,GET,shipping_class,False,string,,,Limit result set to products assigned a specific shipping class ID.,,
/wc-analytics/products/suggested-products,GET,attribute,False,string,,,Limit result set to products with a specific attribute. Use the taxonomy name/attribute slug.,,
/wc-analytics/products/suggested-products,GET,attribute_term,False,string,,,Limit result set to products with a specific attribute term ID (required an assigned attribute).,,
/wc-analytics/products/suggested-products,GET,in_stock,False,boolean,,,Limit result set to products in stock or out of stock.,,
/wc-analytics/products/suggested-products,GET,on_sale,False,boolean,,,Limit result set to products on sale.,,
/wc-analytics/products/suggested-products,GET,min_price,False,string,,,Limit result set to products based on a minimum price.,,
/wc-analytics/products/suggested-products,GET,max_price,False,string,,,Limit result set to products based on a maximum price.,,
/wc-analytics/products/suggested-products,GET,include_meta,False,array,,[],Limit meta_data to specific keys.,,
/wc-analytics/products/suggested-products,GET,exclude_meta,False,array,,[],Ensure meta_data excludes specific keys.,,
/wc-analytics/products/suggested-products,GET,categories,False,array,,[],Limit result set to specific product categorie ids.,,
/wc-analytics/products/suggested-products,GET,tags,False,array,,[],Limit result set to specific product tag ids.,,
/wc-analytics/products/suggested-products,GET,limit,False,integer,,5,Limit result set to specific amount of suggested products.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,id,False,integer,,,Unique identifier for the resource.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,name,False,string,,,Product name.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,slug,False,string,,,Product slug.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_created,False,"null,string",,,"The date the product was created, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_created_gmt,False,"null,string",,,"The date the product was created, as GMT.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,type,False,string,"simple,grouped,external,variable",,Product type.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,status,False,string,"draft,pending,private,publish,future,auto-draft,trash",,Product status (post status).,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,featured,False,boolean,,,Featured product.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,catalog_visibility,False,string,"visible,catalog,search,hidden",,Catalog visibility.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,description,False,string,,,Product description.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,short_description,False,string,,,Product short description.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,sku,False,string,,,Stock Keeping Unit.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,global_unique_id,False,string,,,"GTIN, UPC, EAN or ISBN.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,regular_price,False,string,,,Product regular price.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,sale_price,False,string,,,Product sale price.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_from,False,"null,string",,,"Start date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_from_gmt,False,"null,string",,,"Start date of sale price, as GMT.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_to,False,"null,string",,,"End date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_to_gmt,False,"null,string",,,"End date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,virtual,False,boolean,,,If the product is virtual.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,downloadable,False,boolean,,,If the product is downloadable.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,downloads,False,array,,,List of downloadable files.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,download_limit,False,integer,,,Number of times downloadable files can be downloaded after purchase.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,download_expiry,False,integer,,,Number of days until access to downloadable files expires.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,external_url,False,string,,,Product external URL. Only for external products.,uri,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,button_text,False,string,,,Product external button text. Only for external products.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,tax_status,False,string,"taxable,shipping,none",,Tax status.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,tax_class,False,string,,,Tax class.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,manage_stock,False,boolean,,,Stock management at product level.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,stock_quantity,False,integer,,,Stock quantity.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,stock_status,False,string,"instock,outofstock,onbackorder",,Controls the stock status of the product.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,backorders,False,string,"no,notify,yes",,"If managing stock, this controls if backorders are allowed.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,low_stock_amount,False,"integer,null",,,Low Stock amount for the product.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,sold_individually,False,boolean,,,Allow one item to be bought in a single order.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,weight,False,string,,,Product weight (lbs).,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,dimensions,False,object,,,Product dimensions.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,shipping_class,False,string,,,Shipping class slug.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,reviews_allowed,False,boolean,,,Allow reviews.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,post_password,False,string,,,Post password.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,upsell_ids,False,array,,,List of up-sell products IDs.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,cross_sell_ids,False,array,,,List of cross-sell products IDs.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,parent_id,False,integer,,,Product parent ID.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,purchase_note,False,string,,,Optional note to send the customer after purchase.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,categories,False,array,,,List of categories.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,tags,False,array,,,List of tags.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,images,False,array,,,List of images.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,attributes,False,array,,,List of attributes.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,default_attributes,False,array,,,Defaults variation attributes.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,menu_order,False,integer,,,"Menu order, used to custom sort products.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,meta_data,False,array,,,Meta data.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,id,False,integer,,,Unique identifier for the resource.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,name,False,string,,,Product name.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,slug,False,string,,,Product slug.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_created,False,"null,string",,,"The date the product was created, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_created_gmt,False,"null,string",,,"The date the product was created, as GMT.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,type,False,string,"simple,grouped,external,variable",,Product type.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,status,False,string,"draft,pending,private,publish,future,auto-draft,trash",,Product status (post status).,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,featured,False,boolean,,,Featured product.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,catalog_visibility,False,string,"visible,catalog,search,hidden",,Catalog visibility.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,description,False,string,,,Product description.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,short_description,False,string,,,Product short description.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,sku,False,string,,,Stock Keeping Unit.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,global_unique_id,False,string,,,"GTIN, UPC, EAN or ISBN.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,regular_price,False,string,,,Product regular price.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,sale_price,False,string,,,Product sale price.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_from,False,"null,string",,,"Start date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_from_gmt,False,"null,string",,,"Start date of sale price, as GMT.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_to,False,"null,string",,,"End date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,date_on_sale_to_gmt,False,"null,string",,,"End date of sale price, in the site's timezone.",,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,virtual,False,boolean,,,If the product is virtual.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,downloadable,False,boolean,,,If the product is downloadable.,,
/wc-analytics/products/(?P<id>[\d]+)/duplicate,POST,downloads,False,array,,,List of downloadable files.,,
